date,value
2004-03-29,51316
2004-03-30,51340
2004-03-31,51612
2004-04-01,51690
2004-04-02,51205
2004-04-05,51032
2004-04-06,51192
2004-04-07,51274
2004-04-08,51081
2004-04-12,51075
2004-04-13,50799
2004-04-14,50716
2004-04-15,50757
2004-04-16,50808
2004-04-19,50814
2004-04-20,50447
2004-04-22,50487
2004-04-23,50411
2004-04-26,50440
2004-04-27,50506
2004-04-28,50305
2004-04-29,50486
2004-04-30,50498
2004-05-03,50415
2004-05-04,50696
2004-05-05,50838
2004-05-06,50629
2004-05-07,49878
2004-05-10,49808
2004-05-11,49851
2004-05-12,49923
2004-05-13,49717
2004-05-14,49875
2004-05-17,50132
2004-05-18,50021
2004-05-19,50145
2004-05-20,50033
2004-05-21,50076
2004-05-24,50076
2004-05-25,50288
2004-05-26,50303
2004-05-27,50623
2004-05-28,50531
2004-05-31,50540
2004-06-01,50543
2004-06-02,50551
2004-06-03,50537
2004-06-04,50579
2004-06-07,50725
2004-06-08,50490
2004-06-09,50125
2004-06-11,50064
2004-06-14,50049
2004-06-15,50341
2004-06-16,50100
2004-06-17,50193
2004-06-18,50338
2004-06-21,50323
2004-06-22,49462
2004-06-23,49491
2004-06-24,50216
2004-06-25,49817
2004-06-28,50543
2004-06-29,50413
2004-06-30,49805
2004-07-01,49740
2004-07-02,49961
2004-07-05,49847
2004-07-06,49777
2004-07-07,49943
2004-07-08,49980
2004-07-09,49905
2004-07-12,49907
2004-07-13,49766
2004-07-14,50432
2004-07-15,50310
2004-07-16,50539
2004-07-19,50506
2004-07-20,50284
2004-07-21,50120
2004-07-22,50118
2004-07-23,49807
2004-07-26,49848
2004-07-27,49678
2004-07-28,49665
2004-07-29,49662
2004-07-30,49666
2004-08-02,49699
2004-08-03,49726
2004-08-04,49731
2004-08-05,49468
2004-08-06,49834
2004-08-09,49776
2004-08-10,49694
2004-08-11,49708
2004-08-12,49706
2004-08-13,49936
2004-08-16,49661
2004-08-17,49685
2004-08-18,49687
2004-08-19,49742
2004-08-20,49692
2004-08-23,49440
2004-08-24,49355
2004-08-25,49340
2004-08-26,49399
2004-08-27,49275
2004-08-30,49334
2004-08-31,49594
2004-09-01,49550
2004-09-02,49489
2004-09-03,49157
2004-09-06,49170
2004-09-08,49216
2004-09-09,49305
2004-09-10,49332
2004-09-13,49309
2004-09-14,49331
2004-09-15,49096
2004-09-16,49206
2004-09-17,49162
2004-09-20,48982
2004-09-21,49194
2004-09-22,49102
2004-09-23,49058
2004-09-24,49944
2004-09-27,49620
2004-09-28,49658
2004-09-29,49671
2004-09-30,49496
2004-10-01,49453
2004-10-04,49283
2004-10-05,49238
2004-10-06,49116
2004-10-07,49097
2004-10-08,49368
2004-10-11,49354
2004-10-13,49309
2004-10-14,48729
2004-10-15,48842
2004-10-18,48906
2004-10-19,48950
2004-10-20,49075
2004-10-21,49049
2004-10-22,49162
2004-10-25,49380
2004-10-26,49322
2004-10-27,49253
2004-10-28,49312
2004-10-29,49416
2004-11-01,49314
2004-11-03,49459
2004-11-04,49188
2004-11-05,49256
2004-11-08,49220
2004-11-09,49203
2004-11-10,49153
2004-11-11,49202
2004-11-12,49678
2004-11-16,49662
2004-11-17,49722
2004-11-18,49576
2004-11-19,49671
2004-11-22,49675
2004-11-23,49789
2004-11-24,49938
2004-11-25,50050
2004-11-26,50113
2004-11-29,50067
2004-11-30,50133
2004-12-01,50186
2004-12-02,50081
2004-12-03,50419
2004-12-06,50347
2004-12-07,50373
2004-12-08,50602
2004-12-09,50635
2004-12-10,50293
2004-12-13,50448
